job_title,so_mau,luong_trung_binh,luong_trung_vi,luong_thap_nhat,luong_cao_nhat
chỉ huy trưởng công trình lương upto 30m đi làm ngay,1,27.5,27.5,25.0,30.0
chỉ huy trưởng công trường tại hà tĩnh,1,27.5,27.5,20.0,35.0
chỉ huy trưởng dự án mep,1,27.5,27.5,25.0,30.0
chủ quản sản xuất xưởng trưởng biết tiếng trung,1,27.5,27.5,15.0,40.0
compliance specialist pharmaceutical company,1,27.5,27.5,25.0,30.0
customer success staff,1,27.5,27.5,20.0,35.0
cvcc quản trị ứng dụng báo cáo msb kcn 3i094,1,27.5,27.5,25.0,30.0
cần thơ trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
deputy manager crop brand fruits and vegetable agricultural solutions,1,27.5,27.5,20.0,35.0
deputy manager cửa hàng phó,1,27.5,27.5,25.0,30.0
deputy manager sales agricultural solutions,1,27.5,27.5,20.0,35.0
deputy marketing manager,1,27.5,27.5,25.0,30.0
devops,1,27.5,27.5,20.0,35.0
digital sales specialist,1,27.5,27.5,25.0,30.0
document management specialist,1,27.5,27.5,20.0,35.0
dự toán sản xuất,1,27.5,27.5,20.0,35.0
equipment thiết bị,1,27.5,27.5,15.0,40.0
executive assistant to ceo,2,27.5,27.5,20.0,35.0
giám sát bán hàng ninh hòa khánh hòa,1,27.5,27.5,25.0,30.0
giám sát bán hàng otc khu vực,2,27.5,27.5,15.0,40.0
giám sát bán hàng otc khu vực bình dương bình phước tây ninh,1,27.5,27.5,15.0,40.0
giám sát bán hàng ss,1,27.5,27.5,15.0,40.0
giám sát cơ điện,1,27.5,27.5,25.0,30.0
giám sát dịch vụ hệ thống it,1,27.5,27.5,25.0,30.0
giám sát kinh doanh khu vực miền tây các tỉnh từ đà nẵng,1,27.5,27.5,15.0,40.0
giám sát kênh phân phối khu vực tây nguyên,1,27.5,27.5,20.0,35.0
giám sát nghiên cứu và phát triển sản phẩm,1,27.5,27.5,25.0,30.0
giám sát thi công kè,1,27.5,27.5,25.0,30.0
giám sát đào tạo,1,27.5,27.5,15.0,40.0
giám đốc bán hàng,1,27.5,27.5,20.0,35.0
giám đốc kinh doanh dự án bđs,1,27.5,27.5,25.0,30.0
giám đốc kinh doanh khu vực kem dẻo thổ nhĩ kỳ,1,27.5,27.5,15.0,40.0
giám đốc kinh doanh khu vực kem dẻo thổ nhĩ kỳ khu vực khánh hòa phú yên bình định,1,27.5,27.5,15.0,40.0
giám đốc kinh doanh khu vực kem dẻo thổ nhĩ kỳ khu vực mekong,1,27.5,27.5,15.0,40.0
giám đốc kinh doanh khu vực kem dẻo thổ nhĩ kỳ khu vực miền đông,1,27.5,27.5,15.0,40.0
giám đốc kinh doanh khu vực kem dẻo thổ nhĩ kỳ khu vực đà nẵng quảng nam quảng ngãi,1,27.5,27.5,15.0,40.0
giám đốc kinh doanh miền nam,1,27.5,27.5,25.0,30.0
giám đốc nhà máy làm việc tại hậu giang,1,27.5,27.5,20.0,35.0
giám đốc nhà máy làm việc tại hậu giang và thái nguyên,1,27.5,27.5,20.0,35.0
giám đốc nhà máy làm việc tại thái nguyên,1,27.5,27.5,20.0,35.0
giám đốc nhà máy thái nguyên,1,27.5,27.5,20.0,35.0
giám đốc nhà máy vĩnh phúc,1,27.5,27.5,25.0,30.0
giám đốc phát triển kinh doanh,2,27.5,27.5,20.0,35.0
giám đốc phòng kinh doanh thẻ thanh hóa,1,27.5,27.5,15.0,40.0
giám đốc vận tải,1,27.5,27.5,25.0,30.0
global account manager,2,27.5,27.5,25.0,30.0
golang fullstack developer,1,27.5,27.5,20.0,35.0
graphic designer supervisor,1,27.5,27.5,25.0,30.0
hcm trưởng phòng kinh doanh b2b,1,27.5,27.5,25.0,30.0
hn337 phó phòng phát triển sản phẩm kcn quang minh mê linh 30tr,1,27.5,27.5,25.0,30.0
human resources leader in nhabe office,1,27.5,27.5,25.0,30.0
huế trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
investor relations salary up to 1 500 usd,1,27.5,27.5,17.5,37.5
japanese customer success specialist（it saas）,1,27.5,27.5,25.0,30.0
kinh doanh quốc tế,2,27.5,27.5,25.0,30.0
kiến trúc sư 3d kiến trúc,1,27.5,27.5,20.0,35.0
kiến trúc sư triển khai 2d,1,27.5,27.5,25.0,30.0
kiến trúc sư triển khai nội thất,1,27.5,27.5,20.0,35.0
kế toán cho công ty thương mại uy tín của nhật,1,27.5,27.5,25.0,30.0
kế toán trưởng chief accountant,1,27.5,27.5,22.5,32.5
kế toán trưởng công ty xd tm,1,27.5,27.5,25.0,30.0
kế toán trưởng khu vực lân cận quận 2,1,27.5,27.5,25.0,30.0
kế toán trưởng làm việc tại long biên,1,27.5,27.5,25.0,30.0
kỹ sư giám sát lắp đặt cơ điện,1,27.5,27.5,20.0,35.0
kỹ sư giám sát lắp đặt thi công,1,27.5,27.5,20.0,35.0
kỹ sư pqa,1,27.5,27.5,20.0,35.0
kỹ sư trưởng,3,27.5,22.5,20.0,50.0
kỹ thuật viên spa có tay nghề thu nhập 15 30tr,1,27.5,27.5,15.0,40.0
lab testing engineer,1,27.5,27.5,25.0,30.0
leader sale otc,1,27.5,27.5,25.0,30.0
leader team tuyển dụng,1,27.5,27.5,20.0,35.0
leasing teamleader,1,27.5,27.5,20.0,35.0
livestream manager,1,27.5,27.5,25.0,30.0
long an trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
lập trình viên full stack level middle,1,27.5,27.5,20.0,35.0
lập trình viên full stack level senior,1,27.5,27.5,20.0,35.0
machinery sales – sales engineer,1,27.5,27.5,25.0,30.0
marcom manager,1,27.5,27.5,25.0,30.0
material team leader,1,27.5,27.5,20.0,35.0
mega gangnam nhân viên telesale,1,27.5,27.5,15.0,40.0
mep manager,2,27.5,27.5,20.0,35.0
net leader,1,27.5,27.5,25.0,30.0
network engineer,1,27.5,27.5,20.0,35.0
nha trang trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
nhân sự cấp cao,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh ecom tmđt vận chuyển,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh nội thất thu nhập 15 40tr,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh phần mềm nghỉ t7 cn 15 40 triệu tháng hà nội,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh sales b2b nhân viên tư vấn nghỉ t7 và cn thu nhập 15 40 triệu hcm đi làm ngay,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh thu nhập 15 40tr tháng nghỉ thứ 7 chủ nhật,2,27.5,27.5,15.0,40.0
nhân viên kinh doanh thu nhập từ 15tr đến 40tr đi làm ngay,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh tư vấn sales mảng tài chính thu nhập đến 40 triệu,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh tại bình dương lương upto 40 triệu không có kinh nghiệm được đào tạo,1,27.5,27.5,15.0,40.0
nhân viên kinh doanh vật liệu hoàn thiện,1,27.5,27.5,15.0,40.0
nhân viên kỹ thuật cad 2d đồ gỗ,1,27.5,27.5,20.0,35.0
nhân viên mua sắm vật tư kỹ thuật,1,27.5,27.5,25.0,30.0
nhân viên phát triển kinh doanh logistic hcm,1,27.5,27.5,20.0,35.0
nhân viên phục vụ bar tây ca tối,1,27.5,27.5,20.0,35.0
nhân viên sales tour du lịch vé máy bay thu nhập upto 40 triệu tháng,1,27.5,27.5,15.0,40.0
nhân viên telesale ngành thẩm mỹ,2,27.5,27.5,15.0,40.0
nhân viên telesale thẩm mỹ,1,27.5,27.5,15.0,40.0
nhân viên thu hồi nợ hiện trường kiên giang ta155,1,27.5,27.5,20.0,35.0
nhân viên thu hồi nợ hiện trường mêkong ta155,1,27.5,27.5,20.0,35.0
nhân viên thu hồi nợ điện thoại,1,27.5,27.5,15.0,40.0
nhân viên tìm kiếm và phát triển mặt bằng,1,27.5,27.5,25.0,30.0
nhân viên tư vấn làm việc tại văn phòng lương cứng 15tr,1,27.5,27.5,15.0,40.0
nhân viên tư vấn thẩm mỹ sức khỏe spa,1,27.5,27.5,15.0,40.0
nhân viên tư vấn tài chính không yêu cầu kinh nghiệm sẽ được trainning,1,27.5,27.5,5.0,50.0
nhân viên xư lý nợ tín dụng qua điện thoại,1,27.5,27.5,15.0,40.0
npi engineer,1,27.5,27.5,25.0,30.0
nữ kế toán trưởng,1,27.5,27.5,25.0,30.0
nữ nhân viên bán hàng tại showroom nội thất tại hà nội,1,27.5,27.5,15.0,40.0
phó ban biên tập,1,27.5,27.5,25.0,30.0
phó ban thiết kế,1,27.5,27.5,25.0,30.0
phó giám đốc kinh doanh bất động sản,2,27.5,27.5,25.0,30.0
phó giám đốc kỹ sư cơ khí,1,27.5,27.5,25.0,30.0
phó giám đốc nhà máy sản xuất cấu kiện bê tông,1,27.5,27.5,25.0,30.0
phó giám đốc phụ trách thi công,1,27.5,27.5,25.0,30.0
phó phòng giải phóng mặt bằng ban qlda,3,27.5,27.5,25.0,30.0
phó phòng kinh doanh mua hàng,1,27.5,27.5,25.0,30.0
phó phòng marketing truyền thông ngành bất động sản,1,27.5,27.5,25.0,30.0
phó phòng nghiên cứu và phát triển sản phẩm,1,27.5,27.5,20.0,35.0
phó phòng tiền,1,27.5,27.5,25.0,30.0
phó phòng trade marketing,2,27.5,25.0,20.0,35.0
phó phòng vận tải hành khách,1,27.5,27.5,25.0,30.0
procurement team leader 30m,1,27.5,27.5,25.0,30.0
product design,1,27.5,27.5,15.0,40.0
product development supervisor,1,27.5,27.5,20.0,35.0
product manager,2,27.5,25.0,20.0,37.5
production engineering control,1,27.5,27.5,15.0,40.0
program coordinator,1,27.5,27.5,25.0,30.0
purchaser leader,1,27.5,27.5,20.0,35.0
purchasing supervisor ngành may mặc,1,27.5,27.5,25.0,30.0
qa tech,1,27.5,27.5,25.0,30.0
quality ansurance supervisor,1,27.5,27.5,25.0,30.0
quality control supervisor trưởng phòng bộ phận kiểm soát chất lượng,1,27.5,27.5,25.0,30.0
quản lý bộ phận cnc,1,27.5,27.5,25.0,30.0
quản lý chi nhánh chuyển phát nhanh,2,27.5,27.5,20.0,35.0
quản lý căng tin,1,27.5,27.5,15.0,40.0
quản lý cơ sở phòng tập pilates,1,27.5,27.5,25.0,30.0
quản lý dự án thi công,1,27.5,27.5,25.0,30.0
quản lý kinh doanh etc thầu,1,27.5,27.5,15.0,40.0
quản lý kinh doanh khu vực duyên hải đông bắc,1,27.5,27.5,25.0,30.0
quản lý kinh doanh khu vực hà nội,2,27.5,27.5,25.0,30.0
quản lý kinh doanh khu vực kv miền bắc 3,1,27.5,27.5,25.0,30.0
quản lý kinh doanh khu vực miền tây 2,1,27.5,27.5,25.0,30.0
quản lý kinh doanh khu vực tây nguyên 1,1,27.5,27.5,25.0,30.0
quản lý kinh doanh làm việc tại củ chi,1,27.5,27.5,15.0,40.0
quản lý nông học,1,27.5,27.5,25.0,30.0
quản lý qc dự án,2,27.5,27.5,25.0,30.0
quản lý sản xuất cơ khí thang máy cáp,1,27.5,27.5,20.0,35.0
quản lý tập sự,1,27.5,27.5,15.0,40.0
quản lý văn phòng,1,27.5,27.5,25.0,30.0
quản lý xưởng nhựa,1,27.5,27.5,25.0,30.0
quản đốc sản xuát nhà máy thuốc tân dược thu nhâp từ 25 triệu,1,27.5,27.5,25.0,30.0
rcc nhân viên chuyên viên thu hồi nợ hiện trường toàn quốc,1,27.5,27.5,20.0,35.0
recruitment marketing leader,1,27.5,27.5,20.0,35.0
regenerative agricultural products business development specialist,1,27.5,27.5,25.0,30.0
restaurant manager,3,27.5,32.5,15.0,35.0
retail store manager,1,27.5,27.5,20.0,35.0
sale xuất khẩu,1,27.5,27.5,15.0,40.0
sale xuất nhập khẩu,1,27.5,27.5,15.0,40.0
sales b2b thu nhập 15 40tr tháng nghỉ thứ 7 chủ nhật,1,27.5,27.5,15.0,40.0
sales engineer tiếng nhật,3,27.5,27.5,20.0,35.0
sales quốc tế,2,27.5,25.0,20.0,30.0
sap abap developer,1,27.5,27.5,25.0,30.0
senior business analyst,2,27.5,22.5,20.0,40.0
senior data analyst,1,27.5,27.5,20.0,35.0
senior fullstack dev,1,27.5,27.5,20.0,35.0
senior java developer squad lead dxdb msb df 3i094,1,27.5,27.5,25.0,30.0
senior procurement,2,27.5,27.5,25.0,30.0
senior sales supervisor,1,27.5,27.5,25.0,30.0
store manager cửa hàng trưởng,1,27.5,27.5,25.0,30.0
tbp quản lý chi phí làm việc tại kcn an hạ bình chánh tp hcm,2,27.5,27.5,25.0,30.0
technical leader,2,27.5,17.5,15.0,40.0
thiết kế và sản xuất animator,1,27.5,27.5,20.0,35.0
thuyền trưởng máy trưởng,1,27.5,27.5,20.0,35.0
tp hồ chí minh quản lý kinh doanh khu vực ngành hàng mới,1,27.5,27.5,15.0,40.0
training l d supervisor,1,27.5,27.5,25.0,30.0
trường phòng vốn hỗ trợ tín dụng và qhkh,1,27.5,27.5,25.0,30.0
trưởng ban hành chính,1,27.5,27.5,20.0,35.0
trưởng ban nâng cấp,1,27.5,27.5,20.0,35.0
trưởng ban quản lý toà nhà,1,27.5,27.5,25.0,30.0
trưởng bộ phận content marketing,1,27.5,27.5,25.0,30.0
trưởng bộ phận giám sát giao dịch thẻ và ngân hàng số phòng vận hành thẻ và ngân hàng số khối vận hành,1,27.5,27.5,20.0,35.0
trưởng bộ phận kho tổng,1,27.5,27.5,25.0,30.0
trưởng bộ phận kế hoạch sản xuất và kho,1,27.5,27.5,25.0,30.0
trưởng bộ phận kế toán – phòng vận hành thẻ và ngân hàng số khối vận hành,1,27.5,27.5,20.0,35.0
trưởng bộ phận pháp chế,1,27.5,27.5,20.0,35.0
trưởng bộ phận phê duyệt miền đông,1,27.5,27.5,25.0,30.0
trưởng bộ phận quan hệ khách hàng cá nhân kv tây nam bộ,1,27.5,27.5,25.0,30.0
trưởng bộ phận quan hệ khách hàng doanh nghiệp kv tp hồ chí minh,1,27.5,27.5,25.0,30.0
trưởng bộ phận r d thực phẩm,1,27.5,27.5,25.0,30.0
trưởng bộ phận sơn,1,27.5,27.5,25.0,30.0
trưởng bộ phận tuyển dụng đào tạo,1,27.5,27.5,25.0,30.0
trưởng bộ phận tối ưu hóa lượt chuyển đổi,1,27.5,27.5,25.0,30.0
trưởng bộ phận tổ chức sự kiện,1,27.5,27.5,15.0,40.0
trưởng nhóm kinh doanh lab,1,27.5,27.5,25.0,30.0
trưởng nhóm kinh doanh mảng y tế,1,27.5,27.5,25.0,30.0
trưởng nhóm kinh doanh smes,1,27.5,27.5,20.0,35.0
trưởng nhóm kế toán 30m,1,27.5,27.5,25.0,30.0
trưởng nhóm kỹ sư giám sát dự án điều hòa,1,27.5,27.5,25.0,30.0
trưởng nhóm nhân viên kinh doanh,2,27.5,27.5,20.0,35.0
trưởng nhóm nhắc phí qua điện thoại cph hni,1,27.5,27.5,25.0,30.0
trưởng nhóm phát triển thương hiệu,1,27.5,27.5,25.0,30.0
trưởng nhóm thương mại điện tử ecommerce leader,1,27.5,27.5,25.0,30.0
trưởng nhóm truyền thông mạng,1,27.5,27.5,25.0,30.0
trưởng nhóm xuất nhập khẩu và dịch vụ khách hàng,1,27.5,27.5,25.0,30.0
trưởng phòng content marketing,1,27.5,27.5,25.0,30.0
trưởng phòng dịch vụ chi nhánh 3s,1,27.5,27.5,20.0,35.0
trưởng phòng dự toán,1,27.5,27.5,25.0,30.0
trưởng phòng hành chính nhân sự mạnh nhân sự xây dựng văn hoá doanh nghiệp hà đông hn,1,27.5,27.5,25.0,30.0
trưởng phòng it,2,27.5,27.5,22.0,33.0
trưởng phòng kinh doanh b2b,3,27.5,30.0,15.0,40.0
trưởng phòng kinh doanh cnc,1,27.5,27.5,20.0,35.0
trưởng phòng kinh doanh cnc thị trường hà nội,1,27.5,27.5,20.0,35.0
trưởng phòng kinh doanh giày dép,1,27.5,27.5,25.0,30.0
trưởng phòng kinh doanh kiêm đấu thầu,1,27.5,27.5,25.0,30.0
trưởng phòng kinh doanh mảng dịch vụ tiếng anh,1,27.5,27.5,25.0,30.0
trưởng phòng kinh doanh o2o,2,27.5,27.5,25.0,30.0
trưởng phòng kinh doanh online tại fpt telecom đồng nai,1,27.5,27.5,15.0,40.0
trưởng phòng kinh doanh quận 9 thủ đức,1,27.5,27.5,15.0,40.0
trưởng phòng kinh doanh sử dụng tốt tiếng anh,1,27.5,27.5,25.0,30.0
trưởng phòng kiểm soát tài chính kế toán,1,27.5,27.5,25.0,30.0
trưởng phòng marketing truyền thông,1,27.5,27.5,25.0,30.0
trưởng phòng nhân sự nhà máy,1,27.5,27.5,25.0,30.0
trưởng phòng phát triển kinh doanh q12 lương từ 25 triệu 30 triệu,1,27.5,27.5,25.0,30.0
trưởng phòng phân phối,1,27.5,27.5,25.0,30.0
trưởng phòng quản lý bán hàng bđs,1,27.5,27.5,25.0,30.0
trưởng phòng r d thực phẩm,1,27.5,27.5,25.0,30.0
trưởng phòng sale thị trường,1,27.5,27.5,25.0,30.0
trưởng phòng tiếng anh trẻ em,1,27.5,27.5,20.0,35.0
trưởng phòng vận hành hệ thống phòng khám,1,27.5,27.5,20.0,35.0
trưởng phòng vận hành sàn tmđt,1,27.5,27.5,20.0,35.0
trưởng phòng điều phối xe cont,2,27.5,27.5,25.0,30.0
trưởng phòng đào tạo marketing tối ưu marketing,1,27.5,27.5,25.0,30.0
trưởng phòngtrải nghiệm khách hàng,1,27.5,27.5,25.0,30.0
trưởng trung tâm bảo dưỡng sửa chữa,1,27.5,27.5,25.0,30.0
trưởng đơn vị chuyên doanh ngành nhãn hàng bao bì lương hoa hồng cao,1,27.5,27.5,17.5,37.5
trợ lý ban giám đốc phụ trách kinh doanh,1,27.5,27.5,25.0,30.0
trợ lý chủ tịch hội đồng thành viên,1,27.5,27.5,25.0,30.0
trợ lý giám đốc miền,1,27.5,27.5,20.0,35.0
trợ lý hđqt,1,27.5,27.5,20.0,35.0
trợ lý phó tổng giám đốc sử dụng tiếng nhật,1,27.5,27.5,25.0,30.0
trợ lý quản lý thi công nhà xưởng công nghiệp,1,27.5,27.5,25.0,30.0
trợ lý thư ký chủ tịch ban tgđ,1,27.5,27.5,20.0,35.0
trợ lý truyền thông,1,27.5,27.5,25.0,30.0
trợ lý trưởng phòng tiếp thị thương mại,1,27.5,27.5,25.0,30.0
tuyển dụng giáo viên tiếng anh,1,27.5,27.5,20.0,35.0
tây ninh trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
tổ trưởng tổ truyền thông mạng,1,27.5,27.5,25.0,30.0
vĩnh long trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
vận hành nội dung ngành làm đẹp,1,27.5,27.5,25.0,30.0
warehouse specialist,2,27.5,25.0,20.0,35.0
đại diện kinh doanh – chi nhánh hồ chí minh,1,27.5,27.5,25.0,30.0
đại lý kinh doanh mỹ phẩm renoskin korea toàn quốc,1,27.5,27.5,5.0,50.0
đồng nai quản lý kinh doanh khu vực,1,27.5,27.5,15.0,40.0
đồng nai trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
đồng tháp trưởng nhóm kinh doanh chuyển phát nhanh,1,27.5,27.5,20.0,35.0
đội trưởng thi công cầu,1,27.5,27.5,20.0,35.0
trưởng phòng kinh doanh,152,27.44407894736842,25.0,0.0,200.0
phó phòng marketing,6,27.416666666666668,24.5,20.0,50.0
export sales specialist,2,27.375,26.0,20.0,37.5
key account manager,14,27.267857142857142,24.0,15.0,50.0
109683 sales marketing staff real estate,1,27.25,27.25,22.5,32.0
assistant marketing manager,2,27.25,27.0,24.0,30.0
trưởng nhóm nghiên cứu thị trường,2,27.25,17.0,14.0,50.0
giám đốc tuyển dụng,3,27.166666666666668,27.5,18.0,35.0
trưởng phòng kinh doanh nội thất,3,27.166666666666668,27.0,24.0,30.0
kỹ sư an toàn,5,27.1,21.0,12.0,55.0
bán hàng làm việc tại hoàng mai hn,1,27.0,27.0,9.0,45.0
chuyên viên quản lý khách hàng cấp cao,3,27.0,26.5,18.0,37.0
digital business administrative development executive,1,27.0,27.0,14.0,40.0
giám sát qc vi sinh qc microbiology supervisor,1,27.0,27.0,25.0,29.0
giám đốc phó giám đốc xưởng giặt là,1,27.0,27.0,20.0,34.0
kỹ thuật trưởng vận hành máy đùn và phay hèm sàn nhựa spc,1,27.0,27.0,16.0,38.0
maketing leader,1,27.0,27.0,24.0,30.0
nhân viên bán hàng tại hoàng mai hà nội,1,27.0,27.0,9.0,45.0
nhân viên kinh doanh làm việc tại hoàng mai hn,1,27.0,27.0,9.0,45.0
nhân viên kinh doanh tại hoàng mai hà nội,1,27.0,27.0,9.0,45.0
senior qa engineer,1,27.0,27.0,22.0,32.0
trợ lý sản xuất cao su,1,27.0,27.0,23.0,31.0
trưởng nhóm it,4,26.875,25.0,15.0,35.0
nhân viên qc hàn làm việc tại kcn an hạ bình chánh tp hcm,2,26.75,21.0,17.0,35.0
phó phòng pháp chế,3,26.666666666666668,27.5,20.0,35.0
107299 quality manager quản lý chất lượng manufacturing,1,26.5,26.5,23.0,30.0
111054 digital marketing manager logistics,1,26.5,26.5,25.0,28.0
115043 japanese speaking fabric qc staff nhân viên qc hàng vải textiles,1,26.5,26.5,23.0,30.0
115694 tt sales supervisor food fmcg,1,26.5,26.5,23.0,30.0
115990 finance accounting specialist foods,1,26.5,26.5,23.0,30.0
116546 senior process engineer cad cae solutions and plant engineering,1,26.5,26.5,25.0,28.0
116757 japanese speaking qa manager manufacturing,1,26.5,26.5,25.0,28.0
116812 tiếng nhật phó phòng chất lượng ngành sản xuất,1,26.5,26.5,23.0,30.0
chuyên viên chuyên viên cao cấp quản trị dữ liệu phòng tài chính kế toán,1,26.5,26.5,13.0,40.0
chuyên viên phát triển nhượng quyền,1,26.5,26.5,25.0,28.0
chuyên viên tuyển dụng hr thu nhập cao 18 30 nhận việc ngay,1,26.5,26.5,18.0,35.0
chỉ huy trưởng lương từ 23 30 triệu,1,26.5,26.5,23.0,30.0
cố vấn hồ sơ du học,1,26.5,26.5,18.0,35.0
giám đốc chi nhánh lương từ 25 triệu tháng ocean edu quy nhơn,1,26.5,26.5,25.0,28.0
