job_title,so_viec_lam
nhân viên kỹ thuật thang máy lương 10 15tr,1
nhân viên chăm sóc khách hàng sự kiện du lịch,1
nhân viên kế toán đồng nai,1
nhân viên chăm sóc khách hàng lương cứng từ 7 10 triệu,1
kế toán thuế lương đến 15 triệu,1
kỹ thuật viên gia công khuôn cty nhật kcn nội bài hà nội,1
bếp nấu biết tiếng trung tại văn phòng cầu giấy,1
vị trí quản lý kinh doanh khu vực asm,1
kỹ sư giám sát cơ điện không yêu cầu kinh nghiệm,1
kỹ sư cơ điện lương upto 22 triệu,1
cầu giấy nhân viên trực tổng đài line tiếng anh cho sản phẩm viễn thông của mỹ,1
chuyên viên tập sự khách hàng cá nhân cn gia lâm,1
quản lý cửa hàng nhà hàng,1
nhân viên bán hàng dược mỹ phẩm,1
đối tác tuyển nhân viên tư vấn dịch vụ thẻ ngân hàng quốc tế singapore,1
nhân viên marketing cho nhà hàng chay,1
cố vấn sáng tạo nội dung tiktok,1
cộng tác viên bán hàng yakult tiền giang,1
nhân viên phát triển kênh social tiktok facebook,1
giám sát tiền sảnh front office supervisor,1
nhân viên tổng đài thanh toán tín dụng,1
nhân viên chăm sóc khách hàng kênh viettel pay,1
trợ lý kinh doanh – sale admin,1
112319 m e design operator construction,1
trợ lý trưởng phòng mẫu,1
nhân viên cskh trực kênh chat thu nhập 7 triệu không sale,1
hiệu trưởng trường mầm non,1
qa auditor qa manager,1
trưởng nhóm thu hồi nợ qua điện thoại,1
nhân viên quản lý hồ sơ pháp lý,1
trưởng ngành quản trị kinh doanh,1
chuyên viên tập sự khách hàng doanh nghiệp phòng giao dịch an nhơn cn bình định,1
nhân viên nhân sự tổng hợp hr generalist,1
thiết kế dự toán,1
chuyên viên tập sự khách hàng cá nhân cn đồng nai,1
kỹ thuật vận hành máy ép nhựa,1
nhân viên kinh doanh tư vấn căn hộ,1
chuyên viên kiểm soát nội bộ mảng tài chính kế toán,1
chuyên viên tư vấn giáo dục vĩnh yên vĩnh phúc,1
quản lý vận hành khu vực miền bắc,1
chuyên viên nghiên cứu sản phẩm,1
thực tập kế toán nội bộ,1
chuyên viên khách hàng doanh nghiệp phòng giao dịch bắc bình cn bình thuận,1
nhân viên văn phòng biết tiếng anh hoặc tiếng trung,1
chuyên viên viên tuyển dụng,1
telesales representative – agricultural exports,1
116428 accountant nhân viên kế toán trading,1
nhân viên qc admin không yêu cầu kinh nghiệm,1
tuyển nhân viên trưng bày sản phẩm siêu thị bạc liêu cà mau,1
nhân viên kinh doanh mảng nông nghiệp,1
chuyên viên tư vấn giáo dục thu nhập từ 13 triều tháng,1
nhân viên bán hàng nước hoa thu nhập lên đến 12 triệu,1
chuyên viên ub cn quảng ngãi,1
chuyên viên tư vấn tuyển sinh telesales kinh doanh khoá học,1
trợ lý hội đồng quản trị,1
nhân viên hành chính mảng thú y,1
giám đốc trung tâm chi nhánh sài đồng,1
kon tum nhân viên tư vấn trả góp sed kt,1
brand specialist,1
nhân viên vận hành sàn tmđt tại bình tân có tiếng anh,1
nhân viên kế toán kho máy lọc nước,1
giám đốc marketing truyền thông thương hiệu,1
nhân viên văn phòng thủ kho,1
quản lý phòng quản lý chất lượng,1
thực tập sale tour,1
nhân viên sales admin background kế toán,1
nhân viên xử lý bản vẽ xd xây dựng,1
agent ca đêm giao tiếp bằng tiếng anh,1
brse,1
nhân viên kỹ thuật lắp đặt đồ điện tử nhà bếp,1
nhân viên tư vấn tuyển sinh khóa học nha khoa,1
tư vấn viên giải đáp thông tin mạng di động viettel tại hòa lạc thạch thất hà nội,1
trưởng ca bán hàng mesa bakery tại hà nội thu nhập 8 10 triệu,1
tuyển dụng nhân viên kiểm duyệt hồ sơ khách hàng qua hình ảnh đối tác viettel không yêu cầu kinh nghiệm,1
công ty i v trans tuyển dụng nhân viên sales logistics full time 2024,1
nhân viên đại diện dự án mảng vật tư nội thất,1
nhân viên tư vấn tuyển sinh telesale,1
tài xế xe giao hàng bằng lái b2,1
kỹ sư giám sát xây dựng phần thô,1
tổng đài viên chăm sóc khách hàng,1
bắc từ liêm tuyển chăm sóc khách hàng viettel kênh viettel money chấp nhận sinh viên đang chờ bằng có hỗ trợ dấu mộc,1
117445 phó phòng phát triển sản phẩm ngành sản xuất,1
ctv kinh doanh bđs nhà phố,1
điều phối và quản lý dự án,1
admin quản lý agency,1
tuyển gấp nhân viên lễ tân,1
assistant to vice general director,1
chuyên viên tập sự khách hàng cá nhân cn hòa bình,1
supply chain manager thu nhập lên tới 40m có xe đưa đón từ hà nội,1
tổng đài chăm sóc khách hàng hãng điện tử toshiba không yêu cầu kinh nghiệm chấp nhận sinh viên chờ bằng,1
nhân viên bán hàng thị trường kênh tạp hóa tại thanh hóa,1
chuyên viên thủ tục và cskh,1
phạm văn đồng nhân viên kiểm duyệt hồ sơ bằng hình ảnh qua kênh video call cho nhà mạng viettel chấp nhận sinh viên đang chờ bằng,1
chuyên viên quản lý khách hàng ưu tiên khu vực tây hà nội,1
nhân viên nhân sự truyền thông nội bộ,1
nhân viên kế toán biết tiếng trung,1
nhân viên kinh doanh direct sales,1
admin phòng dịch vụ khách hàng,1
nhân viên kỹ thuật viễn thông toàn tỉnh vũng tàu,1
nhân viên tư vấn tuyển sinh sales kinh doanh khu vực quận 1 bình thạnh phú nhuận,1
kỹ sư bảo dưỡng smt tiếng nhật,1
nhân viên kiểm duyệt nội dung thương mại điện tử,1
cát bà lễ tân kiêm hành chính,1
116444 production control trading nv quản lý sản xuất thương mại,1
nhân viên hành chính tài sản chi phí,1
nhân viên trưng bày brand gap aeon bình dương,1
công nhân sản xuất thực phẩm,1
chuyên viên tập sự khách hàng doanh nghiệp khu vực hải phòng,1
trưởng nhóm nhân sự đào tạo,1
bình dương nhân viên kế toán,1
nhân viên cskh vtvcab gò vấp,1
customer service manager,1
giám đốc phòng sales và chăm sóc khách hàng mảng nha khoa,1
bác sĩ chuyên khoa mắt,1
nhân viên kinh doanh mảng giáo dục,1
nhân viên kinh doanh tư vấn chăm sóc khách hàng sale admin,1
chuyên viên merchandise,1
nhân viên phát triển sản phẩm furniture,1
chuyên viên marketing full stack,1
nhân viên thiết kế đồ họa it,1
retail marketing manager,1
kỹ sư đúc,1
nhân viên giao hàng xe máy nội bộ hồ chí minh,1
thủ kho phê la hà nội,1
nhân viên kế toán thuế quận hoàng mai,1
social media marketing executive,1
phú quốc chuyên viên kỹ thuật xây dựng dự án khu nghỉ dưỡng cao cấp,1
trưởng nhóm khai thác và quản trị hệ thống,1
nhân viên nghiên cứu tiền công thức,1
leader marketing mỗ lao hà đông,1
kỹ sư thiết kế đồ họa 3d,1
chăm sóc khách hàng kênh thương mại điện tử,1
trình dược viên etc hà tĩnh,1
giám đốc chi nhánh giám đốc ngân hàng bán lẻ,1
trợ giảng tiếng anh part time,1
tổ trưởng qa,1
diễn họa render 3d,1
nhân viên kinh doanh tại gò vấp bình thạnh,1
nhân viên kho sơ chế phụ bếp nhựa duy tân lê minh xuân bình chánh,1
trưởng phòng điều hành tour outbound,1
nhân viên đăng ký sản phẩm tại hà nội thu nhập 10 000 000 15 000 000 vnđ,1
điều dưỡng viên hoàn mỹ đồng nai,1
giáo viên can thiệp trẻ đặc biệt,1
nhân viên telesale mảng du lịch nghỉ dưỡng green,1
phụ trách kinh doanh b2b lĩnh vực mỹ phẩm,1
trợ lý phòng sản xuất,1
nhân viên nghiên cứu xu hướng thời trang,1
kỹ sư xây dựng giám sát công trình,1
chuyên viên mua hàng quốc tế thu nhập 600 2000,1
nhân viên điều phối xe tại long an,1
trưởng nhóm phát triển thị trường khu vực biên hòa,1
chuyên viên chạy ads chuyên gia tối ưu quảng cáo bình thạnh,1
tpbank nhân viên cskh line e banking,1
chuyên viên tư vấn đầu tư và định cư du học,1
trưởng phòng tài chính thị trường nước ngoài,1
chuyên viên content seo,1
nhân viên sales du lịch thu nhập 20 triệu,1
business development associate ho chi minh city,1
chuyên viên ub phòng giao dịch vạn mỹ cn hải phòng,1
quản lý kho làm việc tại đông anh,1
nhân viên kinh doanh thị trường hưng yên,1
tư vấn giám sát điện or htkt tại quảng nam,1
tuyển dụng nvkd kênh gt yên bái,1
nhân viên kinh doanh kv q12 hcm,1
chương trình chuyển đổi bằng tập đoàn westfleisch đức,1
chuyên viên khách hàng cá nhân phòng giao dịch thủy nguyên cn bắc hải phòng,1
106181 sales engineer water treatment nhân viên kinh doanh ngành xử lý nước thải,1
quản lý kỹ thuật thiết bị y tế,1
chuyên viên tư vấn tín chấp,1
quản lý chi nhánh spa thu nhập 30 60tr,1
chuyên viên bồi thường bảo hiểm,1
giám đốc kinh doanh vùng kênh gt,1
nhân viên vận hành máy cơ khí tại kcn long thành,1
kỹ sư robotic,1
116738 chinese speaking sales staff water treatment,1
nhân viên kinh doanh phát triển thị trường khu vực q4 q7 nhà bè bình chánh,1
bác sĩ sản phụ khoa,1
nữ điều dưỡng phòng khám,1
nhân viên kế hoạch đấu thầu,1
trưởng phòng kinh doanh bán phần mềm crm,1
giám đốc kinh doanh khối,1
kỹ thuật viên phòng khám,1
nhân viên thu hồi nợ hiện trường kiên giang ta155,1
kế toán tổng hợp thuế tại tp nam định,1
lab testing engineer,1
nhân viên kinh doanh dầu nhớt xe máy shell khu vực thủ đức,1
nhân viên kỹ thuật bảo trì không yêu cầu kinh nghiệm,1
facebook ads lead,1
nhân viên quản lý sàn shopee làm việc tại công ty,1
kol koc specialist,1
nhân viên kinh doanh tiếng nhật hoặc english,1
chuyên viên telesale viettel làm tại trung kính cầu giấy hà nội,1
lễ tân trung tâm gym fitness parttime,1
nữ nhân viên kinh doanh lương cứng 9 – 13tr,1
network security engineer,1
nhân viên kỹ thuật bm,1
nhân viên chăm sóc khách hàng đối tác viettel money,1
nhân viên kỹ thuật in nhanh,1
điều hành điều độ vận tải,1
nhân viên kinh doanh quận 1,1
chuyên viên kinh doanh hàng công nghệ,1
chuyên viên tư vấn giáo dục ocean edu từ sơn thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1
kế toán công nợ phải trả làm việc đỗ xuân hợp quận 9,1
bsv tuyển tổng đài viên tư vấn dịch vụ cố định viettel quận 3,1
chăm sóc khách hàng app grab quận 12,1
nhân viên kinh doanh hỗ trợ dự án,1
kỹ sư điện toán đám mây cloud engineer,1
kỹ sư trưởng thiết kế jig gá,1
chuyên viên cao cấp khách hàng cá nhân thái nguyên,1
korean communications officer,1
nhân viên phân tích đối sách lỗi,1
trình dược viên etc khu vực hà nội,1
nhân viên kinh doanh tư vấn tại nam từ liêm,1
digital performance marketing,1
nhân viên kỹ thuật xây dựng dân dụng,1
nhân viên kế toán hcns,1
chuyên viên event planner,1
nhân viên kinh doanh phát triển thị trường tiền giang lương cứng 8 10tr hoa hồng thu nhập 15 30tr,1
trưởng ban kỹ thuật hiện trường,1
nhân viên kinh doanh giám sát kinh doanh,1
chuyên viên hỗ trợ khách hàng tổng đài dự án ngân hàng tpbank,1
nhân viên tư vấn bán hàng part time chuyên ca sáng,1
nhân viên kinh doanh dược mỹ phẩm tại buôn ma thuột,1
chuyên viên phát triển hệ thống bán hàng,1
visual merchandiser,1
nhân viên kho ecommerce,1
net developer lương hấp dẫn 20 25 triệu,1
chăm sóc khách hàng sales,1
nhân viên thu cước,1
nhân viên tư vấn làm việc part time,1
trưởng nhóm kênh mt,1
kế toán nguyên vật liệu,1
nhân viên telesale mảng du lịch nghỉ dưỡng thcm,1
115333 investment manager real estate,1
nhân viên kinh doanh thu nhập up to 50 triệu thưởng hoa hồng,1
nhân viên thiết kế kết cấu lương từ 15 30 triệu,1
chuyên viên tập sự khách hàng cá nhân phòng giao dịch hạ long cn quảng ninh,1
nhân viên kỹ thuật triển khai bảo trì tại lào cai,1
huấn luyện viên yoga hà nội,1
trưởng vùng kinh doanh hà nội,1
nhân viên thiết kế 2d designer,1
nhân viên kinh doanh phân bón khu vực tây nguyên,1
nhân viên pmc biết tiếng trung,1
quản lý vận hành hệ thống phòng khám 315,1
117411 technical sales engineer machinery kỹ sư bán hàng ngành máy móc,1
quản lý kinh doanh thu nhập từ 20tr,1
marketing full stack thu nhập 10 000 000vnđ 15 000 000vnđ,1
quản lý tiệm bánh mesa bakery đi làm ngay,1
trợ lý quản lý vận tải,1
giao dịch viên ngân hàng pgd tỉnh thái nguyên vĩnh phúc yên bái,1
nhân viên chăm sóc khách hàng cho viettel post tại hoài đức tp hà nội,1
lập trình viên frontend cocos,1
khu vực nội ngoại thành hà nội nhân viên tư vấn trả góp điện máy xe máy sed hni,1
nhân viên phát triển mẫu,1
nhân viên tư vấn dịch vụ trả góp tại vị xuyên hà giang sed hgg,1
nhân viên kho store keeper,1
chuyên viên tập sự ub phòng giao dịch lê chân cn nam hải phòng,1
117721 nhân viên quản lý vải ngành may mặc,1
nhân viên đóng gói nhận việc ngay,1
sinh viên thực tập,1
social media staff,1
113794 hr and admin specialist manager manufacturing,1
nhân viên sales logistic,1
kế toán bán hàng tại thạch thất hà nội,1
chăm sóc khách hàng lương từ 10trieu 12trieu,1
nam nhân viên kế toán,1
nhân viên kinh doanh thu nhập tới 50 triệu tháng,1
nhân viên kinh doanh b2b online,1
finance development,1
nhân viên tư vấn bán hàng rượu vang tại thủ đức,1
trưởng nhóm tuyển sinh ocean edu thạch thất thu nhập hấp dẫn từ 15 triệu tháng,1
data analytics,1
nhân viên thẩm mỹ kỹ thuật viên thẩm mỹ,1
đồng tháp nữ cộng tác viên bán hàng thị trường,1
tổng đài chăm sóc khách hàng line tiếng anh thu nhập 9m 10m,1
nhân viên kỹ thuật tại tp hạ long quảng ninh,1
giám sát bán hàng ngành fmcg kênh mt gt fs,1
digital marketing thu nhập 12 15 triệu,1
